# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PES1	ENSG00000100029	ENST00000335214	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000354694	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000402281	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000402284	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000405677	protein_coding	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000406208	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000433575	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000466614	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PES1	ENSG00000100029	ENST00000467368	processed_transcript	0	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
PES1	ENSG00000100029	ENST00000492986	processed_transcript	0	0	0	6	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
PEX26	ENSG00000215193	ENST00000329627	protein_coding	0	0	0	12	5	0	0	0	0	3	0	3	0	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000399744	protein_coding	0	0	0	5	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000428061	protein_coding	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1
PEX26	ENSG00000215193	ENST00000474897	nonsense_mediated_decay	0	0	0	26	1	0	0	0	0	6	0	17	0	1	0	0	0	0	0	0	1
PHF21B	ENSG00000056487	ENST00000313237	protein_coding	0	1	0	41	0	0	2	0	0	0	0	33	0	0	0	0	1	0	0	0	7
PHF21B	ENSG00000056487	ENST00000396103	protein_coding	0	1	0	41	0	0	1	0	0	0	0	33	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000403565	protein_coding	0	1	0	40	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000404079	protein_coding	0	1	0	40	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000414269	protein_coding	0	0	0	42	0	0	0	0	0	1	0	34	0	0	0	0	0	0	0	0	7
PHF21B	ENSG00000056487	ENST00000420689	protein_coding	0	1	0	37	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000447824	protein_coding	0	1	0	40	0	0	0	0	0	0	0	33	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000460507	processed_transcript	0	0	0	16	0	0	0	0	0	0	0	13	0	1	0	0	0	0	0	0	2
PHF21B	ENSG00000056487	ENST00000462631	processed_transcript	0	0	0	5	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	1
PHF21B	ENSG00000056487	ENST00000474327	processed_transcript	0	1	0	37	0	0	0	0	0	0	0	30	0	1	0	0	1	0	0	0	7
PHF21B	ENSG00000056487	ENST00000490679	processed_transcript	0	1	0	37	0	0	0	0	0	0	0	30	0	0	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000491522	retained_intron	0	1	0	12	0	0	0	0	0	3	0	1	0	1	0	0	1	0	0	0	8
PHF21B	ENSG00000056487	ENST00000495348	processed_transcript	0	1	0	19	0	0	0	0	0	3	0	9	0	0	0	0	1	0	0	0	8
PI4KA	ENSG00000241973	ENST00000255882	protein_coding	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1
PI4KA	ENSG00000241973	ENST00000399213	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000414196	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000449120	protein_coding	0	0	0	10	0	0	0	0	0	2	0	7	0	0	0	0	0	0	0	0	1
PI4KA	ENSG00000241973	ENST00000466162	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000466394	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000466772	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000475414	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PI4KA	ENSG00000241973	ENST00000477245	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000482030	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PI4KA	ENSG00000241973	ENST00000485963	retained_intron	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	1
PI4KA	ENSG00000241973	ENST00000490873	processed_transcript	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000492581	retained_intron	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PI4KA	ENSG00000241973	ENST00000572273	protein_coding	0	0	0	12	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	1
PI4KAP1	ENSG00000215513	ENST00000400467	transcribed_unprocessed_pseudogene	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000416922	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000430523	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000437178	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000438765	processed_transcript	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452110	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000452435	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000455715	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP1	ENSG00000215513	ENST00000544467	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000360806	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000450651	processed_transcript	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000462560	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000463608	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000470274	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000477296	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000486209	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000494740	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PI4KAP2	ENSG00000183506	ENST00000546263	transcribed_unprocessed_pseudogene	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PICK1	ENSG00000100151	ENST00000356976	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PICK1	ENSG00000100151	ENST00000404072	protein_coding	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PICK1	ENSG00000100151	ENST00000484021	retained_intron	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PIK3IP1	ENSG00000100100	ENST00000215912	protein_coding	0	0	0	9	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000402249	protein_coding	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000441972	protein_coding	0	0	0	10	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	5
PIK3IP1	ENSG00000100100	ENST00000443175	protein_coding	0	0	0	9	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4
PIK3IP1	ENSG00000100100	ENST00000480654	retained_intron	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000487265	protein_coding	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
PIK3IP1	ENSG00000100100	ENST00000493034	retained_intron	0	0	0	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	2
PIM3	ENSG00000198355	ENST00000360612	protein_coding	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PIM3	ENSG00000198355	ENST00000467480	retained_intron	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000336566	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000435900	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000437808	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000439502	protein_coding	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000460723	retained_intron	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PISD	ENSG00000241878	ENST00000474017	retained_intron	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000320996	protein_coding	0	0	0	25	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000335272	protein_coding	0	0	0	25	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000415296	protein_coding	0	0	0	25	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0
PITPNB	ENSG00000180957	ENST00000436663	protein_coding	0	0	0	22	0	0	0	0	0	4	0	17	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000455418	protein_coding	0	0	0	25	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000460566	retained_intron	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000465179	retained_intron	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000471825	retained_intron	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PITPNB	ENSG00000180957	ENST00000477861	retained_intron	0	0	0	24	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2
PITPNB	ENSG00000180957	ENST00000493007	retained_intron	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PIWIL3	ENSG00000184571	ENST00000332271	protein_coding	0	1	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0
PIWIL3	ENSG00000184571	ENST00000527701	protein_coding	0	1	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0
PIWIL3	ENSG00000184571	ENST00000532537	processed_transcript	0	0	0	21	0	0	0	0	0	0	0	20	0	1	0	0	0	0	0	0	0
PIWIL3	ENSG00000184571	ENST00000533313	protein_coding	0	1	0	20	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	1	0
PLA2G3	ENSG00000100078	ENST00000215885	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PLA2G6	ENSG00000184381	ENST00000332509	protein_coding	0	0	0	18	2	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000335539	protein_coding	0	0	0	18	2	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000402064	protein_coding	0	0	0	18	2	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000417303	protein_coding	0	0	0	10	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000420435	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000426674	processed_transcript	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000427114	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000427453	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000430886	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000435484	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000436218	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000445591	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1
PLA2G6	ENSG00000184381	ENST00000447598	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000448094	nonsense_mediated_decay	0	0	0	9	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000452542	protein_coding	0	0	0	4	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000452794	protein_coding	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PLA2G6	ENSG00000184381	ENST00000452972	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000454670	nonsense_mediated_decay	0	0	0	7	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000455341	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000463287	retained_intron	0	0	0	7	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	3
PLA2G6	ENSG00000184381	ENST00000471636	retained_intron	0	0	0	11	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000479641	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000480154	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000490473	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000491986	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000496409	retained_intron	0	0	0	7	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2
PLA2G6	ENSG00000184381	ENST00000498338	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	ENSG00000184381	ENST00000594306	protein_coding	0	0	0	10	0	0	0	0	0	1	0	7	0	0	0	0	0	0	0	0	2
PLXNB2	ENSG00000196576	ENST00000359337	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000411680	protein_coding	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000425954	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000432455	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PLXNB2	ENSG00000196576	ENST00000449103	protein_coding	0	0	0	3	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000463165	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479701	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PLXNB2	ENSG00000196576	ENST00000479818	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
PNPLA3	ENSG00000100344	ENST00000216180	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000406117	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000423180	protein_coding	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000478713	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PNPLA3	ENSG00000100344	ENST00000497129	processed_transcript	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
PNPLA5	ENSG00000100341	ENST00000216177	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PNPLA5	ENSG00000100341	ENST00000381198	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PNPLA5	ENSG00000100341	ENST00000438734	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PNPLA5	ENSG00000100341	ENST00000593866	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
PNPLA5	ENSG00000100341	ENST00000597664	protein_coding	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2
POLR2F	ENSG00000100142	ENST00000405557	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000407936	protein_coding	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000442738	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000443002	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000460648	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000470701	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000483713	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000484894	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000488684	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000492213	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000606538	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
POLR2F	ENSG00000100142	ENST00000608713	processed_transcript	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
POLR3H	ENSG00000100413	ENST00000337566	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000355209	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000396504	protein_coding	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000407461	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000420561	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000431534	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000432789	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000442616	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POLR3H	ENSG00000100413	ENST00000483837	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POM121L10P	ENSG00000224124	ENST00000504931	processed_pseudogene	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
POM121L1P	ENSG00000183169	ENST00000402027	processed_transcript	0	0	0	9	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	2
POM121L1P	ENSG00000183169	ENST00000605258	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POM121L7	ENSG00000239511	ENST00000329949	protein_coding	0	0	0	3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
POM121L7	ENSG00000239511	ENST00000419447	protein_coding	0	0	0	3	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
POM121L8P	ENSG00000229266	ENST00000417732	processed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
POM121L9P	ENSG00000128262	ENST00000414583	processed_transcript	1	0	0	11	0	0	0	0	0	6	0	4	0	2	1	0	0	0	0	0	0
POM121L9P	ENSG00000128262	ENST00000419222	processed_transcript	1	0	0	7	0	0	0	0	0	6	0	2	0	0	1	0	0	0	0	0	0
POTEH	ENSG00000198062	ENST00000343518	protein_coding	0	0	0	6	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
POTEH	ENSG00000198062	ENST00000452800	nonsense_mediated_decay	0	0	0	6	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	1
POTEH-AS1	ENSG00000236666	ENST00000422014	antisense	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000262735	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000396000	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000402126	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000407236	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000415785	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000420804	protein_coding	0	0	0	6	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000434345	protein_coding	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000440343	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPARA	ENSG00000186951	ENST00000481567	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PPARA	ENSG00000186951	ENST00000484619	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PPARA	ENSG00000186951	ENST00000493286	retained_intron	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000335025	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000398831	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000406385	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000412327	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000417788	nonsense_mediated_decay	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000446951	processed_transcript	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
PPIL2	ENSG00000100023	ENST00000456792	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
