# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
SPECC1L	ENSG00000100014	ENST00000416735	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SPECC1L	ENSG00000100014	ENST00000421374	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SPECC1L	ENSG00000100014	ENST00000437398	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SPECC1L	ENSG00000100014	ENST00000440893	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SPECC1L	ENSG00000100014	ENST00000541492	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SPECC1L-ADORA2A	ENSG00000258555	ENST00000358654	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000215917	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000471799	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
SRRD	ENSG00000100104	ENST00000477945	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SUN2	ENSG00000100242	ENST00000406622	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000332840	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0
SYN3	ENSG00000185666	ENST00000358763	protein_coding	0	0	0	13	0	0	0	11	0	0	0	0	0	0	2
SYN3	ENSG00000185666	ENST00000441821	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
SYN3	ENSG00000185666	ENST00000462268	processed_transcript	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0
SYNGR1	ENSG00000100321	ENST00000216155	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
SYNGR1	ENSG00000100321	ENST00000328933	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
SYNGR1	ENSG00000100321	ENST00000406293	protein_coding	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
SYNGR1	ENSG00000100321	ENST00000415332	nonsense_mediated_decay	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
SYNGR1	ENSG00000100321	ENST00000489206	retained_intron	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
TAB1	ENSG00000100324	ENST00000216160	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TAB1	ENSG00000100324	ENST00000331454	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TAB1	ENSG00000100324	ENST00000461775	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TAB1	ENSG00000100324	ENST00000473613	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000327374	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000398042	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000399807	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000401833	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000401886	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000411907	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000430807	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000432198	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000432883	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000434168	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000447208	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000450019	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000450664	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000471707	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000475446	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TANGO2	ENSG00000183597	ENST00000479679	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000337137	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000355704	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000380995	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000394449	nonsense_mediated_decay	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000406733	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000407381	protein_coding	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000441162	nonsense_mediated_decay	0	0	0	25	0	0	0	25	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000441936	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000472791	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000486163	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBC1D22A	ENSG00000054611	ENST00000496139	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBX1	ENSG00000184058	ENST00000329705	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBX1	ENSG00000184058	ENST00000332710	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBX1	ENSG00000184058	ENST00000359500	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TBX1	ENSG00000184058	ENST00000475303	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TBX1	ENSG00000184058	ENST00000484336	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TCF20	ENSG00000100207	ENST00000515426	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TCN2	ENSG00000185339	ENST00000215838	protein_coding	0	0	0	16	0	0	4	6	0	0	0	0	0	0	6
TCN2	ENSG00000185339	ENST00000405742	protein_coding	0	0	0	14	0	0	2	6	0	0	0	0	0	0	6
TCN2	ENSG00000185339	ENST00000407817	protein_coding	0	0	0	14	0	0	2	6	0	0	0	0	0	0	6
TCN2	ENSG00000185339	ENST00000423350	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6
TCN2	ENSG00000185339	ENST00000450638	nonsense_mediated_decay	0	0	0	14	0	0	2	6	0	0	0	0	0	0	6
TCN2	ENSG00000185339	ENST00000471659	retained_intron	0	0	0	4	0	0	4	0	0	0	0	0	0	0	0
TCN2	ENSG00000185339	ENST00000493542	retained_intron	0	0	0	6	0	0	2	4	0	0	0	0	0	0	0
TEX33	ENSG00000185264	ENST00000381821	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TEX33	ENSG00000185264	ENST00000402860	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TEX33	ENSG00000185264	ENST00000405091	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TEX33	ENSG00000185264	ENST00000442538	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TFIP11	ENSG00000100109	ENST00000405938	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TFIP11	ENSG00000100109	ENST00000407148	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TFIP11	ENSG00000100109	ENST00000407431	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TFIP11	ENSG00000100109	ENST00000407690	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TFIP11	ENSG00000100109	ENST00000492137	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000215742	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000399133	protein_coding	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000466670	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000471073	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000471723	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000476667	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000488975	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
THAP7	ENSG00000184436	ENST00000498406	retained_intron	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
THAP7-AS1	ENSG00000230513	ENST00000429962	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THAP7-AS1	ENSG00000230513	ENST00000436079	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THAP7-AS1	ENSG00000230513	ENST00000452284	antisense	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000397871	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000397872	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000397873	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000414902	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000418021	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000428374	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000440771	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000442555	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
THOC5	ENSG00000100296	ENST00000490103	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TIMP3	ENSG00000100234	ENST00000266085	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000361684	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000361906	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000403210	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000436674	nonsense_mediated_decay	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000457534	nonsense_mediated_decay	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000464059	processed_transcript	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000474416	retained_intron	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMEM184B	ENSG00000198792	ENST00000488844	retained_intron	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
TMPRSS6	ENSG00000187045	ENST00000346753	protein_coding	1	1	0	2	0	0	0	4	0	0	1	0	2	0	0
TMPRSS6	ENSG00000187045	ENST00000381792	protein_coding	1	1	0	2	0	0	0	4	0	0	1	0	2	0	0
TMPRSS6	ENSG00000187045	ENST00000406725	protein_coding	1	1	0	2	0	0	0	4	0	0	1	0	2	0	0
TMPRSS6	ENSG00000187045	ENST00000406856	protein_coding	1	1	0	2	0	0	0	4	0	0	1	0	2	0	0
TMPRSS6	ENSG00000187045	ENST00000423761	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TMPRSS6	ENSG00000187045	ENST00000442782	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000301923	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000335727	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000402203	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000454349	protein_coding	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
TNRC6B	ENSG00000100354	ENST00000489500	retained_intron	0	0	0	5	0	0	0	5	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000382034	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000395736	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000404284	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000411850	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000424387	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000425375	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000436462	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000439512	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000447733	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000449058	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000449508	nonsense_mediated_decay	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000456128	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000465529	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000487670	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000608674	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOM1	ENSG00000100284	ENST00000608749	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TOP3BP1	ENSG00000228050	ENST00000420768	processed_pseudogene	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0
TPST2	ENSG00000128294	ENST00000338754	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TPST2	ENSG00000128294	ENST00000398110	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TPST2	ENSG00000128294	ENST00000403880	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TPST2	ENSG00000128294	ENST00000440953	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPST2	ENSG00000128294	ENST00000442495	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TPST2	ENSG00000128294	ENST00000445720	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TPST2	ENSG00000128294	ENST00000450022	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPST2	ENSG00000128294	ENST00000453117	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPST2	ENSG00000128294	ENST00000454778	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
TPTEP1	ENSG00000100181	ENST00000383140	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPTEP1	ENSG00000100181	ENST00000415121	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPTEP1	ENSG00000100181	ENST00000426585	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TPTEP1	ENSG00000100181	ENST00000558085	lincRNA	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TRABD	ENSG00000170638	ENST00000303434	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
TRABD	ENSG00000170638	ENST00000380909	protein_coding	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
TRABD	ENSG00000170638	ENST00000395827	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
TRABD	ENSG00000170638	ENST00000395829	protein_coding	0	0	0	4	0	0	2	0	0	0	0	0	0	0	2
TRABD	ENSG00000170638	ENST00000463233	retained_intron	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
TRABD	ENSG00000170638	ENST00000472677	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000252136	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000403707	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000404751	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000439169	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000444256	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000444845	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000463710	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000471040	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000480339	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000487378	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000487668	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000488335	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000492988	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TRMT2A	ENSG00000099899	ENST00000494820	retained_intron	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000329563	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000337554	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000396265	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000428336	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000472378	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TSPO	ENSG00000100300	ENST00000583777	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
TST	ENSG00000128311	ENST00000249042	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TST	ENSG00000128311	ENST00000403892	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TTC28	ENSG00000100154	ENST00000397906	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TTLL1	ENSG00000100271	ENST00000266254	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TTLL1	ENSG00000100271	ENST00000331018	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TTLL1	ENSG00000100271	ENST00000439248	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TTLL1	ENSG00000100271	ENST00000440761	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TTLL1	ENSG00000100271	ENST00000445824	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TTLL8	ENSG00000138892	ENST00000266182	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TTLL8	ENSG00000138892	ENST00000433387	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TTLL8	ENSG00000138892	ENST00000440475	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TUBA3FP	ENSG00000161149	ENST00000442739	transcribed_unprocessed_pseudogene	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TUBA8	ENSG00000183785	ENST00000316027	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TUBA8	ENSG00000183785	ENST00000330423	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TUBA8	ENSG00000183785	ENST00000426208	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXN2	ENSG00000100348	ENST00000216185	protein_coding	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0
TXN2	ENSG00000100348	ENST00000403313	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXN2	ENSG00000100348	ENST00000411915	nonsense_mediated_decay	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXN2	ENSG00000100348	ENST00000416967	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXN2	ENSG00000100348	ENST00000487725	processed_transcript	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000334363	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000400518	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000400519	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000400521	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000400525	nonsense_mediated_decay	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000474308	processed_transcript	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000484672	processed_transcript	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000491939	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000494454	retained_intron	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
TXNRD2	ENSG00000184470	ENST00000496729	retained_intron	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000535882	protein_coding	0	0	0	4	0	0	0	2	0	0	0	0	0	0	2
TXNRD2	ENSG00000184470	ENST00000542719	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
UPB1	ENSG00000100024	ENST00000326010	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
UPB1	ENSG00000100024	ENST00000382760	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
UPB1	ENSG00000100024	ENST00000413389	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0
UPB1	ENSG00000100024	ENST00000415388	nonsense_mediated_decay	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
UPK3A	ENSG00000100373	ENST00000216211	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
UPK3A	ENSG00000100373	ENST00000396082	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
USP18	ENSG00000184979	ENST00000215794	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000328823	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000329620	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000412113	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000436265	nonsense_mediated_decay	0	0	0	4	0	0	2	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000445185	nonsense_mediated_decay	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000475341	processed_transcript	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WBP2NL	ENSG00000183066	ENST00000543212	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
WI2-81516E3.1	ENSG00000205632	ENST00000380981	lincRNA	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
WNT7B	ENSG00000188064	ENST00000339464	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WNT7B	ENSG00000188064	ENST00000409496	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
WNT7B	ENSG00000188064	ENST00000410058	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WNT7B	ENSG00000188064	ENST00000410089	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
WNT7B	ENSG00000188064	ENST00000428540	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0
XPNPEP3	ENSG00000196236	ENST00000544094	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000359308	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000360079	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000402580	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000405506	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000405878	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XRCC6	ENSG00000196419	ENST00000428575	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0
XXbac-B135H6.15	ENSG00000237476	ENST00000444039	lincRNA	0	0	0	10	0	0	2	2	0	0	0	0	0	0	6
XXbac-B461K10.4	ENSG00000093100	ENST00000476405	retained_intron	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0
